1
10003-17
festival,
Free
35,29
-1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-1,-1,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,-1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-1,-1,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,-1,-1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,9,9,9,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1
9,9,9,9,9,9,9,9,9,9,9,14,9,13,9,9,9,9,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,3,3,-1
-1,9,9,9,9,9,9,9,9,9,9,13,9,13,9,9,9,9,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,3,3,-1
-1,-1,9,9,9,14,14,14,14,14,14,14,14,14,14,9,9,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,9,-1
-1,-1,-1,-1,14,8,8,8,8,8,8,8,8,8,8,14,3,3,9,8,2,2,2,2,2,2,2,2,2,2,2,2,8,9,-1
-1,-1,-1,-1,8,9,10,9,10,10,10,10,10,10,10,8,3,3,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,-1
-1,-1,-1,-1,9,11,13,13,13,6,6,13,13,13,11,10,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1
-1,-1,-1,-1,9,11,14,14,14,6,6,14,14,14,11,9,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1
-1,-1,-1,-1,-1,9,9,7,5,7,7,5,7,9,9,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,7,7,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,1,4,1,1,4,1,3,3,1,1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,12,1,1,1,1,1,1,12,3,3,1,4,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,3,1,1,1,1,3,12,3,3,1,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,8,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,8,8,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,8,9,8,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,9,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,-1,-1
0.9176471,0.9019608,0.882353
0.9215687,0.8705883,0.8000001
0.8862746,0.8117648,0.7137255
0.9529412,0.6901961,0.5254902
0.9411765,0.6196079,0.4156863
0.8784314,0.5411765,0.1019608
0.8941177,0.6470588,0.02745098
0.9490197,0.6901961,0.02745098
0.764706,0.09803922,0.07450981
0.8745099,0.1137255,0.08627451
0.9529412,0.2588235,0.1686275
0.4745098,0.1176471,0.1058824
0.1215686,0.1176471,0.1607843
0.2666667,0.6,0.2196079
0.2901961,0.6588235,0.2431373
