1
10003-50
festival,
Free
36,62
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,11,12,6,6,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,0,12,0,4,6,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,11,11,0,0,0,4,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,11,11,0,0,0,0,0,4,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,12,11,11,12,0,0,0,0,12,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,12,11,11,0,12,0,0,12,4,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,12,0,11,12,12,12,12,12,12,12,6,6,4,6,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,11,11,12,12,12,12,12,12,12,12,6,6,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,12,12,12,12,12,12,12,12,12,6,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,11,12,12,0,12,0,0,12,0,12,6,6,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,12,0,11,0,12,12,12,0,0,0,0,12,12,6,4,6,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,12,12,11,11,12,12,0,0,0,0,0,0,12,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,12,12,11,11,12,12,12,0,0,0,0,12,12,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,12,12,12,11,11,12,12,0,12,0,0,12,0,12,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,0,12,12,11,11,12,12,12,12,12,12,12,12,12,6,6,6,6,6,4,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,0,12,0,11,11,12,12,12,12,12,12,12,12,12,6,6,6,4,6,4,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,0,0,12,11,11,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,11,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,12,12,11,11,11,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,5,5,-1,-1,-1,-1,-1,-1
