1
10003-37
festival,
Ads
44,37
-1,-1,-1,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,-1,-1,-1,-1,-1
-1,-1,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,-1,-1,-1,-1
-1,12,12,12,4,4,4,4,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,4,4,4,4,12,12,12,-1,-1,-1
12,12,12,4,3,3,3,3,4,12,12,12,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,4,3,3,3,3,4,12,12,12,-1,-1
12,12,4,3,3,3,3,3,3,4,12,12,10,11,-1,-1,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,4,3,3,3,3,3,3,4,12,12,-1,11
12,12,4,3,3,4,4,3,3,4,12,12,10,11,4,12,12,12,12,12,12,4,4,4,4,4,4,4,4,11,12,12,4,3,3,4,4,3,3,4,12,12,10,11
12,12,4,3,3,4,4,3,3,4,12,12,10,11,4,12,12,12,12,12,12,4,3,3,3,3,3,3,11,10,12,12,4,3,3,4,4,3,3,4,12,12,10,11
12,12,4,3,3,3,3,3,3,4,12,12,10,11,4,4,4,12,12,12,12,4,4,4,4,3,4,3,11,10,12,12,4,3,3,3,3,3,3,4,12,12,10,11
12,12,12,4,3,3,3,3,4,12,12,12,10,11,4,3,3,4,4,12,12,4,3,3,3,3,3,3,11,10,12,12,12,4,3,3,3,3,4,12,12,12,10,11
-1,12,12,12,4,4,4,4,12,12,12,10,11,11,4,4,4,3,4,12,6,6,4,4,4,4,4,4,10,11,10,12,12,12,4,4,4,4,12,12,12,10,11,11
-1,-1,12,12,12,12,12,12,12,12,10,11,10,4,4,3,3,3,4,6,6,6,10,10,10,10,10,10,10,10,11,10,12,12,12,12,12,12,12,12,10,10,4,6
-1,-1,-1,12,12,12,12,12,12,10,11,10,10,4,4,4,4,4,10,6,6,6,10,10,6,6,6,6,6,6,10,11,10,12,12,12,12,12,12,10,11,10,4,7
